path,label,source_path
data\processed\labelled_4232\Normal\images\Normal-114.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-114.png
data\processed\labelled_4232\Normal\images\Normal-4684.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4684.png
data\processed\labelled_4232\Normal\images\Normal-1881.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1881.png
data\processed\labelled_4232\Normal\images\Normal-907.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-907.png
data\processed\labelled_4232\Normal\images\Normal-3099.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3099.png
data\processed\labelled_4232\Normal\images\Normal-6289.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6289.png
data\processed\labelled_4232\Normal\images\Normal-1914.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1914.png
data\processed\labelled_4232\Normal\images\Normal-4165.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4165.png
data\processed\labelled_4232\Normal\images\Normal-8009.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8009.png
data\processed\labelled_4232\Normal\images\Normal-5844.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5844.png
data\processed\labelled_4232\Normal\images\Normal-4824.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4824.png
data\processed\labelled_4232\Normal\images\Normal-1156.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1156.png
data\processed\labelled_4232\Normal\images\Normal-8707.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8707.png
data\processed\labelled_4232\Normal\images\Normal-6333.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6333.png
data\processed\labelled_4232\Normal\images\Normal-7627.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7627.png
data\processed\labelled_4232\Normal\images\Normal-9550.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9550.png
data\processed\labelled_4232\Normal\images\Normal-4106.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4106.png
data\processed\labelled_4232\Normal\images\Normal-8528.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8528.png
data\processed\labelled_4232\Normal\images\Normal-6723.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6723.png
data\processed\labelled_4232\Normal\images\Normal-5780.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5780.png
data\processed\labelled_4232\Normal\images\Normal-3806.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3806.png
data\processed\labelled_4232\Normal\images\Normal-5735.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5735.png
data\processed\labelled_4232\Normal\images\Normal-7616.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7616.png
data\processed\labelled_4232\Normal\images\Normal-9624.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9624.png
data\processed\labelled_4232\Normal\images\Normal-6884.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6884.png
data\processed\labelled_4232\Normal\images\Normal-2362.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2362.png
data\processed\labelled_4232\Normal\images\Normal-9279.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9279.png
data\processed\labelled_4232\Normal\images\Normal-4129.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4129.png
data\processed\labelled_4232\Normal\images\Normal-6391.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6391.png
data\processed\labelled_4232\Normal\images\Normal-2161.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2161.png
data\processed\labelled_4232\Normal\images\Normal-8292.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8292.png
data\processed\labelled_4232\Normal\images\Normal-9886.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9886.png
data\processed\labelled_4232\Normal\images\Normal-8834.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8834.png
data\processed\labelled_4232\Normal\images\Normal-159.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-159.png
data\processed\labelled_4232\Normal\images\Normal-477.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-477.png
data\processed\labelled_4232\Normal\images\Normal-4384.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4384.png
data\processed\labelled_4232\Normal\images\Normal-6861.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6861.png
data\processed\labelled_4232\Normal\images\Normal-2955.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2955.png
data\processed\labelled_4232\Normal\images\Normal-5918.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5918.png
data\processed\labelled_4232\Normal\images\Normal-2124.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2124.png
data\processed\labelled_4232\Normal\images\Normal-3750.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3750.png
data\processed\labelled_4232\Normal\images\Normal-5178.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5178.png
data\processed\labelled_4232\Normal\images\Normal-2731.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2731.png
data\processed\labelled_4232\Normal\images\Normal-9399.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9399.png
data\processed\labelled_4232\Normal\images\Normal-1068.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1068.png
data\processed\labelled_4232\Normal\images\Normal-4588.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4588.png
data\processed\labelled_4232\Normal\images\Normal-3887.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3887.png
data\processed\labelled_4232\Normal\images\Normal-9794.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9794.png
data\processed\labelled_4232\Normal\images\Normal-289.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-289.png
data\processed\labelled_4232\Normal\images\Normal-9852.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9852.png
data\processed\labelled_4232\Normal\images\Normal-1062.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1062.png
data\processed\labelled_4232\Normal\images\Normal-332.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-332.png
data\processed\labelled_4232\Normal\images\Normal-3036.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3036.png
data\processed\labelled_4232\Normal\images\Normal-784.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-784.png
data\processed\labelled_4232\Normal\images\Normal-9168.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9168.png
data\processed\labelled_4232\Normal\images\Normal-9616.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9616.png
data\processed\labelled_4232\Normal\images\Normal-2709.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2709.png
data\processed\labelled_4232\Normal\images\Normal-10166.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-10166.png
data\processed\labelled_4232\Normal\images\Normal-8490.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8490.png
data\processed\labelled_4232\Normal\images\Normal-2610.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2610.png
data\processed\labelled_4232\Normal\images\Normal-8949.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8949.png
data\processed\labelled_4232\Normal\images\Normal-736.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-736.png
data\processed\labelled_4232\Normal\images\Normal-638.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-638.png
data\processed\labelled_4232\Normal\images\Normal-5840.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5840.png
data\processed\labelled_4232\Normal\images\Normal-4429.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4429.png
data\processed\labelled_4232\Normal\images\Normal-8925.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8925.png
data\processed\labelled_4232\Normal\images\Normal-10126.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-10126.png
data\processed\labelled_4232\Normal\images\Normal-2063.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2063.png
data\processed\labelled_4232\Normal\images\Normal-1309.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1309.png
data\processed\labelled_4232\Normal\images\Normal-3481.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3481.png
data\processed\labelled_4232\Normal\images\Normal-8279.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8279.png
data\processed\labelled_4232\Normal\images\Normal-5905.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5905.png
data\processed\labelled_4232\Normal\images\Normal-7297.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7297.png
data\processed\labelled_4232\Normal\images\Normal-6626.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6626.png
data\processed\labelled_4232\Normal\images\Normal-1077.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1077.png
data\processed\labelled_4232\Normal\images\Normal-10130.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-10130.png
data\processed\labelled_4232\Normal\images\Normal-5917.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5917.png
data\processed\labelled_4232\Normal\images\Normal-9077.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9077.png
data\processed\labelled_4232\Normal\images\Normal-8838.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8838.png
data\processed\labelled_4232\Normal\images\Normal-7846.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7846.png
data\processed\labelled_4232\Normal\images\Normal-6325.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6325.png
data\processed\labelled_4232\Normal\images\Normal-7440.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7440.png
data\processed\labelled_4232\Normal\images\Normal-4254.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4254.png
data\processed\labelled_4232\Normal\images\Normal-2727.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2727.png
data\processed\labelled_4232\Normal\images\Normal-9843.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9843.png
data\processed\labelled_4232\Normal\images\Normal-9463.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9463.png
data\processed\labelled_4232\Normal\images\Normal-8001.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8001.png
data\processed\labelled_4232\Normal\images\Normal-904.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-904.png
data\processed\labelled_4232\Normal\images\Normal-4476.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4476.png
data\processed\labelled_4232\Normal\images\Normal-7382.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7382.png
data\processed\labelled_4232\Normal\images\Normal-2109.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2109.png
data\processed\labelled_4232\Normal\images\Normal-9581.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9581.png
data\processed\labelled_4232\Normal\images\Normal-5119.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5119.png
data\processed\labelled_4232\Normal\images\Normal-8805.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8805.png
data\processed\labelled_4232\Normal\images\Normal-4112.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4112.png
data\processed\labelled_4232\Normal\images\Normal-8086.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8086.png
data\processed\labelled_4232\Normal\images\Normal-1594.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1594.png
data\processed\labelled_4232\Normal\images\Normal-3200.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3200.png
data\processed\labelled_4232\Normal\images\Normal-7910.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7910.png
data\processed\labelled_4232\Normal\images\Normal-8298.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8298.png
data\processed\labelled_4232\Normal\images\Normal-8206.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8206.png
data\processed\labelled_4232\Normal\images\Normal-6799.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6799.png
data\processed\labelled_4232\Normal\images\Normal-9243.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9243.png
data\processed\labelled_4232\Normal\images\Normal-7652.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7652.png
data\processed\labelled_4232\Normal\images\Normal-2656.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2656.png
data\processed\labelled_4232\Normal\images\Normal-653.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-653.png
data\processed\labelled_4232\Normal\images\Normal-4143.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4143.png
data\processed\labelled_4232\Normal\images\Normal-9853.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9853.png
data\processed\labelled_4232\Normal\images\Normal-3571.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3571.png
data\processed\labelled_4232\Normal\images\Normal-2050.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2050.png
data\processed\labelled_4232\Normal\images\Normal-175.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-175.png
data\processed\labelled_4232\Normal\images\Normal-1268.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1268.png
data\processed\labelled_4232\Normal\images\Normal-1634.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1634.png
data\processed\labelled_4232\Normal\images\Normal-5325.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5325.png
data\processed\labelled_4232\Normal\images\Normal-6329.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6329.png
data\processed\labelled_4232\Normal\images\Normal-1513.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1513.png
data\processed\labelled_4232\Normal\images\Normal-1711.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1711.png
data\processed\labelled_4232\Normal\images\Normal-7166.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7166.png
data\processed\labelled_4232\Normal\images\Normal-3322.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3322.png
data\processed\labelled_4232\Normal\images\Normal-9891.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9891.png
data\processed\labelled_4232\Normal\images\Normal-9727.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9727.png
data\processed\labelled_4232\Normal\images\Normal-4960.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4960.png
data\processed\labelled_4232\Normal\images\Normal-4722.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4722.png
data\processed\labelled_4232\Normal\images\Normal-9745.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9745.png
data\processed\labelled_4232\Normal\images\Normal-3063.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3063.png
data\processed\labelled_4232\Normal\images\Normal-109.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-109.png
data\processed\labelled_4232\Normal\images\Normal-2312.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2312.png
data\processed\labelled_4232\Normal\images\Normal-2999.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2999.png
data\processed\labelled_4232\Normal\images\Normal-117.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-117.png
data\processed\labelled_4232\Normal\images\Normal-8744.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8744.png
data\processed\labelled_4232\Normal\images\Normal-8536.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8536.png
data\processed\labelled_4232\Normal\images\Normal-2866.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2866.png
data\processed\labelled_4232\Normal\images\Normal-6105.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6105.png
data\processed\labelled_4232\Normal\images\Normal-9965.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9965.png
data\processed\labelled_4232\Normal\images\Normal-9594.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9594.png
data\processed\labelled_4232\Normal\images\Normal-5114.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5114.png
data\processed\labelled_4232\Normal\images\Normal-6206.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6206.png
data\processed\labelled_4232\Normal\images\Normal-8208.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8208.png
data\processed\labelled_4232\Normal\images\Normal-7067.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7067.png
data\processed\labelled_4232\Normal\images\Normal-326.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-326.png
data\processed\labelled_4232\Normal\images\Normal-9091.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9091.png
data\processed\labelled_4232\Normal\images\Normal-1542.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1542.png
data\processed\labelled_4232\Normal\images\Normal-723.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-723.png
data\processed\labelled_4232\Normal\images\Normal-2899.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2899.png
data\processed\labelled_4232\Normal\images\Normal-6576.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6576.png
data\processed\labelled_4232\Normal\images\Normal-3730.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3730.png
data\processed\labelled_4232\Normal\images\Normal-8253.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8253.png
data\processed\labelled_4232\Normal\images\Normal-3412.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3412.png
data\processed\labelled_4232\Normal\images\Normal-1704.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1704.png
data\processed\labelled_4232\Normal\images\Normal-229.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-229.png
data\processed\labelled_4232\Normal\images\Normal-1829.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1829.png
data\processed\labelled_4232\Normal\images\Normal-8189.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8189.png
data\processed\labelled_4232\Normal\images\Normal-1578.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1578.png
data\processed\labelled_4232\Normal\images\Normal-7227.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7227.png
data\processed\labelled_4232\Normal\images\Normal-2711.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2711.png
data\processed\labelled_4232\Normal\images\Normal-8611.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8611.png
data\processed\labelled_4232\Normal\images\Normal-6220.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6220.png
data\processed\labelled_4232\Normal\images\Normal-1119.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1119.png
data\processed\labelled_4232\Normal\images\Normal-6504.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6504.png
data\processed\labelled_4232\Normal\images\Normal-4850.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4850.png
data\processed\labelled_4232\Normal\images\Normal-8561.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8561.png
data\processed\labelled_4232\Normal\images\Normal-10055.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-10055.png
data\processed\labelled_4232\Normal\images\Normal-157.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-157.png
data\processed\labelled_4232\Normal\images\Normal-1889.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1889.png
data\processed\labelled_4232\Normal\images\Normal-8682.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8682.png
data\processed\labelled_4232\Normal\images\Normal-3771.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3771.png
data\processed\labelled_4232\Normal\images\Normal-5931.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5931.png
data\processed\labelled_4232\Normal\images\Normal-3484.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3484.png
data\processed\labelled_4232\Normal\images\Normal-7379.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7379.png
data\processed\labelled_4232\Normal\images\Normal-3126.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3126.png
data\processed\labelled_4232\Normal\images\Normal-4376.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4376.png
data\processed\labelled_4232\Normal\images\Normal-5518.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5518.png
data\processed\labelled_4232\Normal\images\Normal-5548.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5548.png
data\processed\labelled_4232\Normal\images\Normal-2112.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-2112.png
data\processed\labelled_4232\Normal\images\Normal-6482.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6482.png
data\processed\labelled_4232\Normal\images\Normal-5491.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5491.png
data\processed\labelled_4232\Normal\images\Normal-1130.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1130.png
data\processed\labelled_4232\Normal\images\Normal-1796.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1796.png
data\processed\labelled_4232\Normal\images\Normal-6872.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6872.png
data\processed\labelled_4232\Normal\images\Normal-3145.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3145.png
data\processed\labelled_4232\Normal\images\Normal-188.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-188.png
data\processed\labelled_4232\Normal\images\Normal-7089.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7089.png
data\processed\labelled_4232\Normal\images\Normal-9388.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-9388.png
data\processed\labelled_4232\Normal\images\Normal-6473.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-6473.png
data\processed\labelled_4232\Normal\images\Normal-3655.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3655.png
data\processed\labelled_4232\Normal\images\Normal-8879.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-8879.png
data\processed\labelled_4232\Normal\images\Normal-860.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-860.png
data\processed\labelled_4232\Normal\images\Normal-353.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-353.png
data\processed\labelled_4232\Normal\images\Normal-3574.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-3574.png
data\processed\labelled_4232\Normal\images\Normal-5314.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5314.png
data\processed\labelled_4232\Normal\images\Normal-10158.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-10158.png
data\processed\labelled_4232\Normal\images\Normal-4484.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-4484.png
data\processed\labelled_4232\Normal\images\Normal-1497.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1497.png
data\processed\labelled_4232\Normal\images\Normal-1680.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-1680.png
data\processed\labelled_4232\Normal\images\Normal-10077.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-10077.png
data\processed\labelled_4232\Normal\images\Normal-5927.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-5927.png
data\processed\labelled_4232\Normal\images\Normal-7538.png,Normal,data\raw\radiography\COVID-19_Radiography_Dataset\Normal\images\Normal-7538.png
