path,source_path
data\processed\unlabelled_16934\images\unlabelled_01014_d7df9a332c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7486).png
data\processed\unlabelled_16934\images\unlabelled_01015_56d74aeaba.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (10401).png
data\processed\unlabelled_16934\images\unlabelled_01016_e3df33b5b2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4252).png
data\processed\unlabelled_16934\images\unlabelled_01017_5bee3281d7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S09673_ses-E22399_run-1_bp-chest_cr.png
data\processed\unlabelled_16934\images\unlabelled_01018_326779c7a2.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_4168.png
data\processed\unlabelled_16934\images\unlabelled_01019_fec7bf94c9.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Normal\images\Normal (1696).png
data\processed\unlabelled_16934\images\unlabelled_01020_976af2156d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09864_ses-E26074_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_01021_a5756d15a7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11103_ses-E25872_run-2_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_01022_8183cfbff8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (6881).png
data\processed\unlabelled_16934\images\unlabelled_01023_87bf647537.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_1712.png
data\processed\unlabelled_16934\images\unlabelled_01024_d609bc57b1.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11264).png
data\processed\unlabelled_16934\images\unlabelled_01025_1e38ce5c68.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_356.png
data\processed\unlabelled_16934\images\unlabelled_01026_cfdd13d722.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_932.png
data\processed\unlabelled_16934\images\unlabelled_01027_36aa4d6e13.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11903).png
data\processed\unlabelled_16934\images\unlabelled_01028_92ec0fea76.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (486).png
data\processed\unlabelled_16934\images\unlabelled_01029_e9245b0518.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11465_ses-E20821_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_01030_e8a6f84100.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_3521.png
data\processed\unlabelled_16934\images\unlabelled_01031_b8eba31b8e.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_973.png
data\processed\unlabelled_16934\images\unlabelled_01032_9a0e0bcf6b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1330).png
data\processed\unlabelled_16934\images\unlabelled_01033_1133fe48fb.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (386).png
data\processed\unlabelled_16934\images\unlabelled_01034_fcacf545b8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11274_ses-E20110_run-2_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01035_dd33a65e2e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6161).png
data\processed\unlabelled_16934\images\unlabelled_01036_0a0b4096e7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7168).png
data\processed\unlabelled_16934\images\unlabelled_01037_6bbad9c6e1.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11044).png
data\processed\unlabelled_16934\images\unlabelled_01038_828b3a493e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3854).png
data\processed\unlabelled_16934\images\unlabelled_01039_ff334c4816.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10122_ses-E20213_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_01040_d3cd372126.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\covid_2438.png
data\processed\unlabelled_16934\images\unlabelled_01041_1e25f72702.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9524).png
data\processed\unlabelled_16934\images\unlabelled_01042_af9cc81d8f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (751).png
data\processed\unlabelled_16934\images\unlabelled_01043_3f702f8eab.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8965).png
data\processed\unlabelled_16934\images\unlabelled_01044_6948fa5530.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8305).png
data\processed\unlabelled_16934\images\unlabelled_01045_a63176d5f8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8639).png
data\processed\unlabelled_16934\images\unlabelled_01046_8c99200be0.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Val\COVID-19\images\covid_2382.png
data\processed\unlabelled_16934\images\unlabelled_01047_491ea7250c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (8143).png
data\processed\unlabelled_16934\images\unlabelled_01048_5e92377745.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10037_ses-E17266_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_01049_a4b494ce8b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4896).png
data\processed\unlabelled_16934\images\unlabelled_01050_4490f779c4.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (10167).png
data\processed\unlabelled_16934\images\unlabelled_01051_f82e50f147.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3692).png
data\processed\unlabelled_16934\images\unlabelled_01052_1c06649102.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09801_ses-E21111_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_01053_46415301ce.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2462).png
data\processed\unlabelled_16934\images\unlabelled_01054_0462ab7cd1.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10379_ses-E19596_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01055_e10b5e23b6.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2357).png
data\processed\unlabelled_16934\images\unlabelled_01056_9af8ffc115.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10396_ses-E19003_run-1_bp-chest_cr.png
data\processed\unlabelled_16934\images\unlabelled_01057_ad41486dc0.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\Non-COVID\images\non_COVID (11938).png
data\processed\unlabelled_16934\images\unlabelled_01058_3f99bf4dd9.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2732).png
data\processed\unlabelled_16934\images\unlabelled_01059_f5b97fec50.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11109_ses-E19516_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_01060_0429ddee77.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S11934_ses-E27046_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_01061_5689139ff5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (4751).png
data\processed\unlabelled_16934\images\unlabelled_01062_1ae091844b.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Normal\images\Normal (2055).png
data\processed\unlabelled_16934\images\unlabelled_01063_b8afaf5aff.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11776).png
data\processed\unlabelled_16934\images\unlabelled_01064_eb2f37b2ab.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (2738).png
data\processed\unlabelled_16934\images\unlabelled_01065_c373b366cd.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (1184).png
data\processed\unlabelled_16934\images\unlabelled_01066_f130eb0321.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11455_ses-E20791_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01067_6f36d8410f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (10622).png
data\processed\unlabelled_16934\images\unlabelled_01068_40df5c160d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10298_ses-E23850_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_01069_3fe5f58914.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2177).png
data\processed\unlabelled_16934\images\unlabelled_01070_cd3d577742.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11571_ses-E23091_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_01071_076e07241b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_178.png
data\processed\unlabelled_16934\images\unlabelled_01072_4b1826f982.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7780).png
data\processed\unlabelled_16934\images\unlabelled_01073_3b17e69660.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3935).png
data\processed\unlabelled_16934\images\unlabelled_01074_d1f01154e0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S09371_ses-E24064_run-1_bp-chest_cr.png
data\processed\unlabelled_16934\images\unlabelled_01075_bcb4bfc802.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09928_ses-E17052_acq-2_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01076_41df27664d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7571).png
data\processed\unlabelled_16934\images\unlabelled_01077_e5d20ce2b2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5570).png
data\processed\unlabelled_16934\images\unlabelled_01078_e6e2ce47cf.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6191).png
data\processed\unlabelled_16934\images\unlabelled_01079_f66afe0096.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5774).png
data\processed\unlabelled_16934\images\unlabelled_01080_58ddd51efa.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11363_ses-E21731_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01081_3fe0290363.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11338_ses-E20359_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01082_e0728a36b9.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_1374.png
data\processed\unlabelled_16934\images\unlabelled_01083_211685bea9.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (8483).png
data\processed\unlabelled_16934\images\unlabelled_01084_aba326c4e9.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10718_ses-E18581_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_01085_c37daa6989.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\COVID-19\images\covid_3170.png
data\processed\unlabelled_16934\images\unlabelled_01086_276de0ecea.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (1381).png
data\processed\unlabelled_16934\images\unlabelled_01087_e8fc5bedaf.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (10442).png
data\processed\unlabelled_16934\images\unlabelled_01088_03501d6348.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4834).png
data\processed\unlabelled_16934\images\unlabelled_01089_2b60f09798.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11071_ses-E26103_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_01090_e4e461b895.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_991.png
data\processed\unlabelled_16934\images\unlabelled_01091_b7c4fd6de1.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (3145).png
data\processed\unlabelled_16934\images\unlabelled_01092_7bfa4dc5c6.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4299.png
data\processed\unlabelled_16934\images\unlabelled_01093_933637cf53.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (9620).png
data\processed\unlabelled_16934\images\unlabelled_01094_653899291d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10307_ses-E22252_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_01095_0d0866bcd7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3269).png
data\processed\unlabelled_16934\images\unlabelled_01096_023394beec.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_3131.png
data\processed\unlabelled_16934\images\unlabelled_01097_c9a02613f7.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_4480.png
data\processed\unlabelled_16934\images\unlabelled_01098_a3283748f3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11854_ses-E24642_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01099_a623fb4f2a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11716).png
data\processed\unlabelled_16934\images\unlabelled_01100_b3590fc431.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_3932.png
data\processed\unlabelled_16934\images\unlabelled_01101_aa7b8f1d51.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (6098).png
data\processed\unlabelled_16934\images\unlabelled_01102_939a9882b5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6549).png
data\processed\unlabelled_16934\images\unlabelled_01103_dbc31d2da7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (11606).png
data\processed\unlabelled_16934\images\unlabelled_01104_519798cc7b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_1682.png
data\processed\unlabelled_16934\images\unlabelled_01105_fd05632a95.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11331_ses-E22863_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01106_75e1c5368e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1475).png
data\processed\unlabelled_16934\images\unlabelled_01107_3d1d74d046.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9749).png
data\processed\unlabelled_16934\images\unlabelled_01108_32817432e9.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8676).png
data\processed\unlabelled_16934\images\unlabelled_01109_840880c0fd.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_2159.png
data\processed\unlabelled_16934\images\unlabelled_01110_1fda55fb7e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (11657).png
data\processed\unlabelled_16934\images\unlabelled_01111_e73eed6e67.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S09636_ses-E16520_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_01112_155281f4f7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6609).png
data\processed\unlabelled_16934\images\unlabelled_01113_6e0c9eb7bd.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\covid_2412.png
data\processed\unlabelled_16934\images\unlabelled_01114_8d6e3e664e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (5167).png
data\processed\unlabelled_16934\images\unlabelled_01115_c19256b6a3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10674_ses-E21206_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_01116_76daaebc09.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (378).png
data\processed\unlabelled_16934\images\unlabelled_01117_53d5ddba13.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10413_ses-E22751_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01118_82635860b9.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3842).png
data\processed\unlabelled_16934\images\unlabelled_01119_69185cdd74.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11332_ses-E20331_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_01120_530623fecd.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (2256).png
data\processed\unlabelled_16934\images\unlabelled_01121_26bdd4dc37.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S09509_ses-E22760_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_01122_e5e823f126.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2940).png
data\processed\unlabelled_16934\images\unlabelled_01123_95c1221fcf.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Val\COVID-19\images\covid_1969.png
data\processed\unlabelled_16934\images\unlabelled_01124_d58399c4ba.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3534).png
data\processed\unlabelled_16934\images\unlabelled_01125_3d65f7e3de.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_551.png
data\processed\unlabelled_16934\images\unlabelled_01126_298bd8dd4c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (8584).png
data\processed\unlabelled_16934\images\unlabelled_01127_691c0e7701.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (10902).png
data\processed\unlabelled_16934\images\unlabelled_01128_44b5576f27.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6604).png
data\processed\unlabelled_16934\images\unlabelled_01129_84b50318bc.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_1705.png
data\processed\unlabelled_16934\images\unlabelled_01130_0fae92daea.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (841).png
data\processed\unlabelled_16934\images\unlabelled_01131_263be429c4.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\Normal\images\Normal (132).png
data\processed\unlabelled_16934\images\unlabelled_01132_4be28f7463.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10555_ses-E18673_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_01133_82fe482ec0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S09574_ses-E16427_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_01134_304d6d7cca.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S12687_ses-E26404_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_01135_4e771a27c2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2042).png
data\processed\unlabelled_16934\images\unlabelled_01136_97888c65fd.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6778).png
data\processed\unlabelled_16934\images\unlabelled_01137_f936dd3d10.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10520_ses-E23437_run-2_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_01138_e384378550.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (10250).png
data\processed\unlabelled_16934\images\unlabelled_01139_6839d584a5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7549).png
data\processed\unlabelled_16934\images\unlabelled_01140_0e423b3bb6.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6953).png
data\processed\unlabelled_16934\images\unlabelled_01141_efb7796396.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S09383_ses-E26927_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_01142_bd5ac0b075.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09836_ses-E23197_acq-1_run-1_bp-chest_vp-ll_cr.png
data\processed\unlabelled_16934\images\unlabelled_01143_bd2604a84b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3150).png
data\processed\unlabelled_16934\images\unlabelled_01144_d0bfd45ca6.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_219.png
data\processed\unlabelled_16934\images\unlabelled_01145_a9df5c1aa3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (11177).png
data\processed\unlabelled_16934\images\unlabelled_01146_a29dd0c975.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1559).png
data\processed\unlabelled_16934\images\unlabelled_01147_027526ee0f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4469.png
data\processed\unlabelled_16934\images\unlabelled_01148_22425f9d52.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Normal\images\Normal (11946).png
data\processed\unlabelled_16934\images\unlabelled_01149_912e2892b7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2668).png
data\processed\unlabelled_16934\images\unlabelled_01150_3864078332.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11574_ses-E21793_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_01151_fc28935d44.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9283).png
data\processed\unlabelled_16934\images\unlabelled_01152_b4a0df2f6b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S12255_ses-E24310_acq-1_run-1_bp-chest_vp-ll_cr.png
data\processed\unlabelled_16934\images\unlabelled_01153_2eb861bf12.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3469).png
data\processed\unlabelled_16934\images\unlabelled_01154_46f075815d.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_902.png
data\processed\unlabelled_16934\images\unlabelled_01155_7b9048119d.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_429.png
data\processed\unlabelled_16934\images\unlabelled_01156_6a6e53d1ce.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11668_ses-E21753_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_01157_26b819d771.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4564).png
data\processed\unlabelled_16934\images\unlabelled_01158_c313c95034.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S12227_ses-E24228_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_01159_73cc02658f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_3133.png
data\processed\unlabelled_16934\images\unlabelled_01160_9f57ebc560.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09866_ses-E24490_acq-1_run-1_bp-chest_vp-ll_dx.png
data\processed\unlabelled_16934\images\unlabelled_01161_6523140086.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S09597_ses-E26985_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_01162_55f1de6748.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (11948).png
